Date,High,Low,Open,Close,Volume,Adj Close
2019-02-18,5.630000114440918,5.559999942779541,5.559999942779541,5.630000114440918,12778287,5.630000114440918
2019-02-19,5.769999980926514,5.619999885559082,5.650000095367432,5.659999847412109,16481664,5.659999847412109
2019-02-20,5.75,5.619999885559082,5.71999979019165,5.659999847412109,11080947,5.659999847412109
2019-02-21,5.679999828338623,5.579999923706055,5.670000076293945,5.590000152587891,12384390,5.590000152587891
2019-02-22,5.690000057220459,5.559999942779541,5.590000152587891,5.679999828338623,13164511,5.679999828338623
2019-02-25,6.0,5.690000057220459,5.71999979019165,5.989999771118164,41114707,5.989999771118164
2019-02-26,6.25,5.900000095367432,5.989999771118164,6.019999980926514,36279495,6.019999980926514
2019-02-27,6.139999866485596,5.949999809265137,6.090000152587891,5.989999771118164,23713186,5.989999771118164
2019-02-28,6.059999942779541,5.949999809265137,5.96999979019165,5.96999979019165,13280254,5.96999979019165
2019-03-01,6.090000152587891,5.949999809265137,6.010000228881836,6.039999961853027,18316154,6.039999961853027
2019-03-04,6.199999809265137,6.039999961853027,6.090000152587891,6.070000171661377,29411085,6.070000171661377
2019-03-05,6.239999771118164,6.019999980926514,6.079999923706055,6.179999828338623,29670747,6.179999828338623
2019-03-06,6.559999942779541,6.190000057220459,6.190000057220459,6.449999809265137,59004691,6.449999809265137
2019-03-07,6.550000190734863,6.349999904632568,6.440000057220459,6.440000057220459,34154670,6.440000057220459
2019-03-08,6.519999980926514,6.260000228881836,6.400000095367432,6.320000171661377,37094176,6.320000171661377
2019-03-11,6.320000171661377,6.320000171661377,6.320000171661377,6.320000171661377,0,6.320000171661377
2019-03-12,7.53000020980835,6.940000057220459,7.090000152587891,7.309999942779541,124493458,7.309999942779541
2019-03-13,7.679999828338623,7.099999904632568,7.099999904632568,7.420000076293945,105982901,7.420000076293945
2019-03-14,7.610000133514404,7.150000095367432,7.449999809265137,7.230000019073486,65759225,7.230000019073486
2019-03-15,7.670000076293945,7.210000038146973,7.349999904632568,7.420000076293945,92936630,7.420000076293945
2019-03-18,7.400000095367432,7.079999923706055,7.329999923706055,7.25,70740182,7.25
2019-03-19,7.329999923706055,7.179999828338623,7.179999828338623,7.239999771118164,32168908,7.239999771118164
2019-03-20,7.239999771118164,7.050000190734863,7.179999828338623,7.170000076293945,34557835,7.170000076293945
2019-03-21,7.25,7.110000133514404,7.21999979019165,7.170000076293945,41041366,7.170000076293945
2019-03-22,7.289999961853027,7.059999942779541,7.179999828338623,7.25,41743099,7.25
2019-03-25,7.340000152587891,7.130000114440918,7.150000095367432,7.150000095367432,41631517,7.150000095367432
2019-03-26,7.190000057220459,6.820000171661377,7.150000095367432,6.920000076293945,61030397,6.920000076293945
2019-03-27,7.130000114440918,6.929999828338623,7.019999980926514,6.989999771118164,23747551,6.989999771118164
2019-03-28,7.150000095367432,6.929999828338623,6.96999979019165,6.949999809265137,32113494,6.949999809265137
2019-03-29,7.309999942779541,6.909999847412109,6.909999847412109,7.269999980926514,65952572,7.269999980926514
2019-04-01,7.489999771118164,7.210000038146973,7.25,7.380000114440918,77719055,7.380000114440918
2019-04-02,7.46999979019165,7.300000190734863,7.449999809265137,7.329999923706055,48843869,7.329999923706055
2019-04-03,7.329999923706055,7.329999923706055,7.329999923706055,7.329999923706055,0,7.329999923706055
2019-04-04,7.329999923706055,7.329999923706055,7.329999923706055,7.329999923706055,0,7.329999923706055
2019-04-08,8.729999542236328,8.079999923706055,8.729999542236328,8.550000190734863,238987687,8.550000190734863
2019-04-09,8.300000190734863,7.909999847412109,8.300000190734863,7.960000038146973,144498407,7.960000038146973
2019-04-10,8.239999771118164,7.800000190734863,7.869999885559082,8.109999656677246,103410352,8.109999656677246
2019-04-11,8.359999656677246,8.0,8.119999885559082,8.109999656677246,97551911,8.109999656677246
2019-04-12,8.670000076293945,8.1899995803833,8.1899995803833,8.359999656677246,103720323,8.359999656677246
2019-04-15,9.199999809265137,8.180000305175781,8.489999771118164,8.699999809265137,187762521,8.699999809265137
2019-04-16,9.109999656677246,8.390000343322754,8.539999961853027,8.890000343322754,132777372,8.890000343322754
2019-04-17,9.039999961853027,8.680000305175781,8.779999732971191,8.75,100716555,8.75
2019-04-18,8.75,8.470000267028809,8.6899995803833,8.489999771118164,77452084,8.489999771118164
2019-04-19,8.649999618530273,8.260000228881836,8.420000076293945,8.399999618530273,54278991,8.399999618530273
2019-04-22,8.670000076293945,8.300000190734863,8.479999542236328,8.569999694824219,78671649,8.569999694824219
2019-04-23,9.15999984741211,8.420000076293945,8.550000190734863,8.930000305175781,173639983,8.930000305175781
2019-04-24,8.920000076293945,8.319999694824219,8.850000381469727,8.489999771118164,114605080,8.489999771118164
2019-04-25,8.630000114440918,8.050000190734863,8.420000076293945,8.170000076293945,88197958,8.170000076293945
2019-04-26,8.260000228881836,7.869999885559082,8.100000381469727,7.880000114440918,85660229,7.880000114440918
2019-05-06,7.53000020980835,7.260000228881836,7.260000228881836,7.300000190734863,125131026,7.300000190734863
2019-05-07,7.440000057220459,6.96999979019165,7.369999885559082,7.329999923706055,79834406,7.329999923706055
2019-05-08,7.400000095367432,7.010000228881836,7.070000171661377,7.139999866485596,38215005,7.139999866485596
2019-05-09,7.199999809265137,6.900000095367432,7.010000228881836,6.909999847412109,37637732,6.909999847412109
2019-05-10,7.599999904632568,6.920000076293945,7.190000057220459,7.5,90788138,7.5
2019-05-13,7.920000076293945,7.349999904632568,7.349999904632568,7.800000190734863,101014409,7.800000190734863
2019-05-14,7.900000095367432,7.449999809265137,7.679999828338623,7.5,123048482,7.5
